Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Month_Name,Day,Day_of_Week
575-30-8091,Alex,Yangon,Normal,Female,Sports and travel,72.5,8,29.0,609.0,2019-03-16,7:25:00 PM,Ewallet,580.0,4.761904762,29.0,9.2,2019,3,March,16,Saturday
731-81-9469,Giza,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,1:00:00 PM,Credit card,898.0,4.761904762,44.9,5.4,2019,1,January,23,Wednesday
280-17-4359,Giza,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,1:48:00 PM,Cash,905.0,4.761904762,45.25,8.1,2019,1,January,25,Friday
338-65-2210,Giza,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,7:57:00 PM,Cash,686.0,4.761904762,34.3,9.1,2019,2,February,5,Tuesday
488-25-4221,Giza,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:36:00 AM,Credit card,30.41,4.761904762,1.5205,8.4,2019,2,February,22,Friday
239-10-7476,Alex,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,4:37:00 PM,Ewallet,467.7,4.761904762,23.385,8.0,2019,1,January,21,Monday
458-41-1477,Giza,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,5:11:00 PM,Credit card,277.56,4.761904762,13.878,9.5,2019,3,March,8,Friday
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28:00 PM,Ewallet,301.4,4.761904762,15.07,9.2,2019,2,February,10,Sunday
568-90-5112,Giza,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:46:00 PM,Credit card,264.56,4.761904762,13.228,5.6,2019,3,March,19,Tuesday
262-47-2794,Cairo,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,3:07:00 PM,Credit card,574.88,4.761904762,28.744,6.2,2019,3,March,6,Wednesday
238-49-0436,Alex,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,1:48:00 PM,Credit card,259.68,4.761904762,12.984,4.9,2019,3,March,27,Wednesday
608-96-3517,Cairo,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,7:20:00 PM,Credit card,366.16,4.761904762,18.308,4.8,2019,3,March,23,Saturday
584-86-7256,Giza,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,4:07:00 PM,Credit card,241.92,4.761904762,12.096,7.3,2019,3,March,11,Monday
746-94-0204,Alex,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:56:00 AM,Credit card,749.16,4.761904762,37.458,7.4,2019,1,January,29,Tuesday
214-17-6927,Giza,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,6:23:00 PM,Ewallet,98.88,4.761904762,4.944,9.9,2019,2,February,7,Thursday
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,1:05:00 PM,Cash,647.76,4.761904762,32.388,9.3,2019,1,January,28,Monday
782-95-9291,Alex,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,3:55:00 PM,Credit card,461.45,4.761904762,23.0725,9.0,2019,2,February,20,Wednesday
279-74-2924,Cairo,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,7:40:00 PM,Cash,72.17,4.761904762,3.6085,6.1,2019,1,January,4,Friday
307-85-2293,Cairo,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,1:58:00 PM,Ewallet,251.4,4.761904762,12.57,9.7,2019,3,March,7,Thursday
743-04-1105,Cairo,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,2:43:00 PM,Ewallet,874.98,4.761904762,43.749,6.0,2019,3,March,30,Saturday
423-57-2993,Cairo,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,7:18:00 PM,Ewallet,560.34,4.761904762,28.017,10.0,2019,3,March,27,Wednesday
894-41-5205,Giza,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,7:39:00 PM,Credit card,345.44,4.761904762,17.272,8.3,2019,1,January,19,Saturday
275-28-0149,Alex,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,4:21:00 PM,Cash,63.69,4.761904762,3.1845,6.0,2019,2,February,25,Monday
101-17-6199,Alex,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,7:44:00 PM,Credit card,320.53,4.761904762,16.0265,7.0,2019,3,March,13,Wednesday
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,7:42:00 PM,Ewallet,152.8,4.761904762,7.64,6.5,2019,1,January,30,Wednesday
548-46-9322,Cairo,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,3:24:00 PM,Credit card,399.0,4.761904762,19.95,5.9,2019,2,February,20,Wednesday
505-02-0892,Cairo,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,2:12:00 PM,Ewallet,340.56,4.761904762,17.028,5.6,2019,2,February,25,Monday
234-65-2137,Giza,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,1:32:00 PM,Cash,955.8,4.761904762,47.79,4.8,2019,1,January,16,Wednesday
687-47-8271,Alex,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,4:20:00 PM,Credit card,989.8,4.761904762,49.49,8.7,2019,2,February,8,Friday
796-32-9050,Alex,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,4:31:00 PM,Cash,307.68,4.761904762,15.384,6.5,2019,1,January,19,Saturday
105-31-1824,Alex,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,3:10:00 PM,Credit card,486.64,4.761904762,24.332,8.5,2019,2,February,1,Friday
249-42-3782,Alex,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00 AM,Ewallet,350.05,4.761904762,17.5025,5.5,2019,1,January,3,Thursday
316-55-4634,Cairo,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00 PM,Credit card,400.25,4.761904762,20.0125,9.4,2019,1,January,26,Saturday
733-33-4967,Giza,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,7:17:00 PM,Cash,166.8,4.761904762,8.34,6.3,2019,3,March,3,Sunday
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,5:34:00 PM,Credit card,317.34,4.761904762,15.867,9.8,2019,1,January,19,Saturday
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00 PM,Ewallet,158.32,4.761904762,7.916,8.7,2019,1,January,18,Friday
827-26-2100,Alex,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,4:21:00 PM,Ewallet,304.56,4.761904762,15.228,8.8,2019,3,March,21,Thursday
175-54-2529,Alex,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,5:01:00 PM,Credit card,177.36,4.761904762,8.868,9.6,2019,3,March,3,Sunday
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50:00 AM,Credit card,157.57,4.761904762,7.8785,4.8,2019,2,February,13,Wednesday
407-63-8975,Alex,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,7:16:00 PM,Ewallet,443.28,4.761904762,22.164,4.4,2019,3,March,23,Saturday
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,4:47:00 PM,Ewallet,260.4,4.761904762,13.02,9.9,2019,1,January,28,Monday
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00 AM,Cash,449.82,4.761904762,22.491,5.7,2019,2,February,9,Saturday
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51:00 AM,Cash,307.76,4.761904762,15.388,7.7,2019,1,January,23,Wednesday
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00 AM,Ewallet,155.0,4.761904762,7.75,8.0,2019,3,March,23,Saturday
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,3:00:00 PM,Ewallet,274.48,4.761904762,13.724,5.7,2019,1,January,25,Friday
586-25-0848,Alex,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00 AM,Credit card,86.38,4.761904762,4.319,6.7,2019,3,March,4,Monday
895-66-0685,Cairo,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,7:46:00 PM,Ewallet,54.24,4.761904762,2.712,8.0,2019,3,March,5,Tuesday
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5,2019,3,March,3,Sunday
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00 AM,Cash,185.88,4.761904762,9.294,7.0,2019,2,February,8,Friday
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00 PM,Ewallet,74.07,4.761904762,3.7035,9.9,2019,2,February,10,Sunday
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,8:50:00 PM,Credit card,279.24,4.761904762,13.962,5.9,2019,1,January,28,Monday
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2,2019,2,February,11,Monday
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,1:41:00 PM,Ewallet,147.04,4.761904762,7.352,4.6,2019,1,January,15,Tuesday
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,7:08:00 PM,Cash,790.2,4.761904762,39.51,9.2,2019,3,March,16,Saturday
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,8:23:00 PM,Ewallet,102.2,4.761904762,5.11,5.7,2019,1,January,26,Saturday
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30:00 AM,Credit card,163.55,4.761904762,8.1775,9.9,2019,3,March,19,Tuesday
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,7:30:00 PM,Cash,74.29,4.761904762,3.7145,5.0,2019,1,January,13,Sunday
848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,6:03:00 PM,Cash,87.4,4.761904762,4.37,4.9,2019,3,March,26,Tuesday
856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13:00 AM,Ewallet,25.29,4.761904762,1.2645,6.1,2019,3,March,23,Saturday
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,7:58:00 PM,Credit card,166.0,4.761904762,8.3,8.2,2019,3,March,12,Tuesday
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5,2019,2,February,17,Sunday
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00 AM,Credit card,114.9,4.761904762,5.745,6.8,2019,1,January,29,Tuesday
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00 AM,Cash,229.96,4.761904762,11.498,6.6,2019,3,March,15,Friday
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00 AM,Cash,429.87,4.761904762,21.4935,9.8,2019,1,January,14,Monday
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,2:51:00 PM,Ewallet,259.0,4.761904762,12.95,8.7,2019,2,February,6,Wednesday
394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4,2019,2,February,15,Friday
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02:00 PM,Ewallet,207.27,4.761904762,10.3635,7.9,2019,1,January,3,Thursday
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7,2019,1,January,4,Friday
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8,2019,3,March,18,Monday
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,1:41:00 PM,Ewallet,91.11,4.761904762,4.5555,5.1,2019,3,March,28,Thursday
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5,2019,3,March,2,Saturday
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,8:24:00 PM,Ewallet,236.07,4.761904762,11.8035,5.9,2019,1,January,25,Friday
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,6:08:00 PM,Cash,839.34,4.761904762,41.967,8.8,2019,1,January,16,Wednesday
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9,2019,3,March,20,Wednesday
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,1:24:00 PM,Credit card,139.26,4.761904762,6.963,4.4,2019,1,January,4,Friday
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5,2019,3,March,11,Monday
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,3:05:00 PM,Credit card,18.28,4.761904762,0.914,8.3,2019,3,March,22,Friday
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5,2019,3,March,24,Sunday
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,4:55:00 PM,Cash,283.92,4.761904762,14.196,5.5,2019,2,February,21,Thursday
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00 PM,Ewallet,758.96,4.761904762,37.948,8.7,2019,2,February,12,Tuesday
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,6:59:00 PM,Credit card,172.02,4.761904762,8.601,7.9,2019,3,March,10,Sunday
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1,2019,1,January,31,Thursday
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,1:46:00 PM,Ewallet,434.56,4.761904762,21.728,5.4,2019,3,March,6,Wednesday
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,6:06:00 PM,Cash,59.05,4.761904762,2.9525,9.4,2019,2,February,17,Sunday
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00 PM,Cash,12.54,4.761904762,0.627,8.2,2019,2,February,21,Thursday
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,3:56:00 PM,Cash,86.5,4.761904762,4.325,6.2,2019,3,March,20,Wednesday
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,2:29:00 PM,Credit card,174.32,4.761904762,8.716,9.7,2019,1,January,11,Friday
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,7:14:00 PM,Ewallet,624.33,4.761904762,31.2165,4.0,2019,1,January,26,Saturday
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,4:24:00 PM,Ewallet,148.24,4.761904762,7.412,9.7,2019,1,January,31,Thursday
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00 AM,Cash,544.2,4.761904762,27.21,5.3,2019,2,February,26,Tuesday
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00 PM,Ewallet,507.36,4.761904762,25.368,7.4,2019,3,March,11,Monday
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5,2019,1,January,26,Saturday
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,1:52:00 PM,Credit card,31.77,4.761904762,1.5885,8.7,2019,3,March,12,Tuesday
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8.0,2019,2,February,11,Monday
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7,2019,2,February,21,Thursday
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,6:24:00 PM,Ewallet,519.4,4.761904762,25.97,6.5,2019,3,March,9,Saturday
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,6:09:00 PM,Ewallet,186.28,4.761904762,9.314,4.1,2019,1,January,20,Sunday
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,3:16:00 PM,Credit card,87.05,4.761904762,4.3525,4.9,2019,1,January,28,Monday
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,5:07:00 PM,Credit card,221.1,4.761904762,11.055,8.6,2019,3,March,5,Tuesday
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,7:26:00 PM,Cash,66.1,4.761904762,3.305,4.3,2019,3,March,2,Saturday
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00 AM,Ewallet,89.69,4.761904762,4.4845,4.9,2019,1,January,11,Friday
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,4:49:00 PM,Credit card,224.46,4.761904762,11.223,5.6,2019,1,January,11,Friday
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00 PM,Credit card,119.54,4.761904762,5.977,5.8,2019,3,March,11,Monday
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,6:37:00 PM,Credit card,186.4,4.761904762,9.32,6.0,2019,2,February,28,Thursday
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00 AM,Cash,250.6,4.761904762,12.53,4.2,2019,1,January,5,Saturday
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3,2019,2,February,2,Saturday
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7,2019,1,January,1,Tuesday
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,7:43:00 PM,Cash,244.2,4.761904762,12.21,4.8,2019,2,February,9,Saturday
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,2:04:00 PM,Ewallet,89.7,4.761904762,4.485,6.8,2019,1,January,23,Wednesday
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8,2019,1,January,7,Monday
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,7:06:00 PM,Credit card,511.42,4.761904762,25.571,4.2,2019,1,January,14,Monday
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,3:34:00 PM,Ewallet,418.95,4.761904762,20.9475,6.4,2019,2,February,2,Saturday
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,7:06:00 PM,Credit card,351.9,4.761904762,17.595,8.4,2019,3,March,17,Sunday
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,7:44:00 PM,Credit card,28.78,4.761904762,1.439,7.2,2019,3,March,2,Saturday
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00 AM,Cash,95.0,4.761904762,4.75,5.2,2019,3,March,16,Saturday
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9,2019,1,January,6,Sunday
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,2:12:00 PM,Cash,130.48,4.761904762,6.524,9.0,2019,1,January,29,Tuesday
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00 AM,Credit card,66.35,4.761904762,3.3175,9.7,2019,1,January,31,Thursday
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00 AM,Ewallet,155.46,4.761904762,7.773,8.7,2019,2,February,5,Tuesday
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00 PM,Ewallet,129.0,4.761904762,6.45,6.5,2019,2,February,13,Wednesday
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9,2019,2,February,7,Thursday
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2,2019,3,March,19,Tuesday
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,2:53:00 PM,Ewallet,65.8,4.761904762,3.29,5.6,2019,3,March,7,Thursday
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,7:22:00 PM,Cash,153.2,4.761904762,7.66,5.7,2019,3,March,13,Wednesday
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00 AM,Cash,222.4,4.761904762,11.12,4.2,2019,2,February,9,Saturday
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,7:24:00 PM,Ewallet,54.45,4.761904762,2.7225,7.9,2019,2,February,26,Tuesday
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7,2019,3,March,12,Tuesday
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,5:22:00 PM,Credit card,141.88,4.761904762,7.094,6.9,2019,3,March,14,Thursday
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,8:55:00 PM,Cash,746.0,4.761904762,37.3,9.5,2019,1,January,8,Tuesday
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4,2019,1,January,5,Saturday
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,1:34:00 PM,Ewallet,355.4,4.761904762,17.77,7.0,2019,1,January,4,Friday
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,6:13:00 PM,Ewallet,337.15,4.761904762,16.8575,6.3,2019,3,March,6,Wednesday
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,7:17:00 PM,Cash,42.24,4.761904762,2.112,9.7,2019,1,January,3,Thursday
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00 AM,Credit card,193.86,4.761904762,9.693,8.8,2019,1,January,7,Monday
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,3:51:00 PM,Cash,24.06,4.761904762,1.203,5.1,2019,1,January,27,Sunday
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,4:52:00 PM,Ewallet,598.26,4.761904762,29.913,7.9,2019,2,February,26,Tuesday
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2,2019,1,January,7,Monday
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,5:36:00 PM,Cash,218.2,4.761904762,10.91,7.1,2019,1,January,7,Monday
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,1:23:00 PM,Ewallet,381.68,4.761904762,19.084,6.4,2019,2,February,2,Saturday
